,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
329,0V9Uu0rto9mMxlZnjICnvZ,KAYDEN,CHERRY,CHERRY,47,167191,FALSE,0.778,0.555,10,-7.097,1,0.0628,0.232,0.0000054,0.0815,0.898,88.976,4,sad
330,6m6Xew8uyUBkVqQ0EbJNSN,Jesse Gold;Stefani Kimber,Stupid Hours,One In A Million,62,178635,TRUE,0.75,0.385,4,-9.109,1,0.123,0.331,0.00000188,0.147,0.505,68.713,4,chill
331,1eau7EVXGFffQAGYFxIx6w,iamjakehill,Hiding in the Dark,Hiding in the Dark,61,184141,FALSE,0.621,0.601,0,-7.601,1,0.124,0.154,0,0.0775,0.418,174.069,4,sad
332,0LatE4S9UtCDwIdGQsFFKL,Stray Kids,NOEASY,"Red Lights (Bang Chan, Hyunjin)",74,189906,FALSE,0.707,0.74,11,-4.311,0,0.0509,0.179,0,0.612,0.336,127.974,4,k-pop
333,20O2mCvJkmrZ5RNED9tbpu,Vwillz,Falling Slowly,Falling Slowly,67,119066,TRUE,0.574,0.456,9,-9.067,1,0.0812,0.469,0,0.264,0.54,180.171,4,sad
334,5Zhypo8wFaeZtBQTBVT9fs,Linkin Park;JAY-Z,"Live 8 (Live, July 2005)","Numb - Live at Live 8, Benjamin Franklin Parkway, Philadelphia, 2nd July 2005",31,246741,TRUE,0.603,0.827,9,-6.485,1,0.0995,0.085,0,0.889,0.368,106.885,4,grunge
335,334NVjwI4vESPdvOmVZzbo,Linkin Park,Minutes to Midnight,In Between,43,196746,FALSE,0.458,0.51,10,-10.424,0,0.0409,0.335,0.00425,0.105,0.275,193.948,4,grunge
336,1JBa9B1iA4yNVpJ5wVGrZH,Thirty Seconds To Mars,A Beautiful Lie,From Yesterday,59,247373,FALSE,0.468,0.876,10,-4.841,1,0.0692,0.00578,0.00625,0.035,0.13,135.062,4,grunge
337,4eqHEzFsCCiGALC1MHbqnU,BTS,"O!RUL8,2?",Coffee,67,260433,FALSE,0.656,0.798,0,-6.608,1,0.103,0.00862,0,0.321,0.573,92.031,4,k-pop
338,0tUELgOuOJ3KCsYMDDsNvD,Chris Cornell,Chris Cornell (Deluxe Edition),Nothing Compares 2 U - Live At SiriusXM/2015,60,303906,FALSE,0.434,0.327,0,-10.72,1,0.0312,0.609,0.00000178,0.686,0.295,119.506,4,grunge
339,3KmqCi6VD4IkonTDO1LRge,Yuvan Shankar Raja;Roop Kumar Rathod,All About Love: Yuvanshankar Raja,"Oru Devathai (From ""Vaamanan"")",57,296760,FALSE,0.642,0.493,0,-9.618,0,0.0325,0.163,0.000796,0.111,0.281,120.019,4,k-pop
340,0vb21Y15llmTPEqw5m7KAW,Vijay Antony;Dinesh,Tn07 Al 4777 (Original Motion Picture Soundtrack),Aathichoodi,57,251210,FALSE,0.739,0.738,7,-8.241,1,0.249,0.348,0,0.161,0.737,139.895,4,pop-film
341,0Vu5tjvXZX3qtzRiezxLi1,EVERGLOW,Return of The Girl,Pirate,65,210013,FALSE,0.683,0.685,7,-5.381,1,0.0425,0.00195,0,0.0582,0.381,129.993,4,k-pop
342,2sHcAZQ1PxE5AqCzdrvQxu,Khantrast,Clear Skies,Clear Skies,52,181413,FALSE,0.597,0.7,5,-9.284,0,0.0615,0.242,0,0.101,0.478,160.432,4,sad
343,4dd9gI8s5V4D3VjMK6L8a3,Gajendra Verma,Ik Kahani,Ik Kahani,63,205907,FALSE,0.712,0.621,2,-6.374,1,0.0278,0.116,0.00000543,0.142,0.779,101.981,4,pop-film
344,5xyACR2lzIyzFepF4qlAas,Theory of a Deadman,Scars & Souvenirs (Special Edition),Not Meant to Be,57,215400,FALSE,0.415,0.781,1,-6.947,1,0.0357,0.00401,0,0.126,0.261,142.966,4,grunge
345,0Sw7dhcGlUvIl2NkNejvmZ,Jubin Nautiyal;Rashmi Virag;Jeet Gannguli,Sanak (Original Motion Picture Soundtrack),Suna Hai,60,193333,FALSE,0.462,0.472,4,-6.913,0,0.0281,0.726,0.000107,0.136,0.238,116.777,4,pop-film
346,3pvXNqXnuDJgkG1ZDwhQ9E,Rnla;yaeow,Broken,Broken,45,160653,FALSE,0.505,0.237,3,-12.785,1,0.0352,0.956,0.00573,0.103,0.239,129.613,4,sad
347,73PPGDE65hW7SaZ1zO5mud,Shae OT,Super Smash Bros Brawl Drill Beat (Life Ain't Fair),Super Smash Bros Brawl Drill Beat (Life Ain't Fair),62,189650,FALSE,0.773,0.329,7,-14.833,1,0.226,0.00125,0.797,0.555,0.532,143.042,4,sad
348,1vSXwYeKnzsVvekSpqVabx,Ajay-Atul;Shreya Ghoshal,Agneepath (Original Motion Picture Soundtrack),Chikni Chameli,62,301586,FALSE,0.693,0.956,1,-5.012,0,0.071,0.289,0,0.294,0.665,90.005,4,pop-film
349,74q87Kpoy1HlvV4CXjjT22,Idkconundrum,Photos,2much,29,154857,TRUE,0.9,0.256,7,-13.214,0,0.0499,0.065,0.00572,0.139,0.463,124.005,4,sad
350,3icSLmnxMhqKwjVoHzMHyj,SHRK;Shiloh Dynasty,Lost in Love,I Miss You,54,130621,FALSE,0.728,0.307,9,-22.114,0,0.186,0.857,0.843,0.183,0.341,130.17,4,sad
351,5V7qLbZJNTwaEVbZADqofc,Fiji Blue,It Takes Two,It Takes Two,67,159012,FALSE,0.731,0.597,4,-7.661,1,0.0567,0.338,0.00114,0.0771,0.863,101.991,4,chill
352,3jhhrbdRaD0W8mHvtV3bgL,Anuradha Paudwal;Kumar Sanu,Ultimate Romantic Duet - Kumar Sanu & Anuradha Paudwal,"Nazar Ke Samne (From ""Aashiqui"")",47,335213,FALSE,0.458,0.51,11,-8.287,0,0.0331,0.715,0.0000637,0.0814,0.526,142.993,4,k-pop
353,5pV61B6b5kcy1ysaPL8iON,Dhanush;Selvaraghavan,Mayakkam Enna,Kadhal Yen Kadhal,62,367446,FALSE,0.823,0.689,10,-7.791,0,0.0639,0.247,0.000139,0.133,0.569,104.996,4,pop-film
354,1YO4xJXhh9A1Feg9k8xuy2,BTS,Love Yourself ? 'Tear',Paradise,68,211223,FALSE,0.551,0.828,5,-5.523,1,0.352,0.214,0,0.0571,0.928,139.662,4,k-pop
355,3FQCJI2t5LTbsRPfYVBSVB,Linkin Park,One More Light,Battle Symphony,64,216281,FALSE,0.653,0.839,10,-5.077,1,0.0685,0.0369,0,0.068,0.669,149.034,4,grunge
356,5QtQFSdyZEl0w4iDxAyv76,Amit Trivedi,Kedarnath,Namo Namo,71,322250,FALSE,0.648,0.711,4,-6.216,1,0.0304,0.436,0,0.121,0.33,119.935,4,pop-film
357,1t1dBP7dnM0uA1HVdcGWm8,Janine,Best Thing,Best Thing,58,219065,FALSE,0.479,0.364,5,-9.184,0,0.0606,0.902,0.000081,0.101,0.372,135.939,4,chill
358,5PNZX8yqzqqAMPpl3UAoaP,A.R. Rahman;Abhay Jodhpurkar;Harini,Kadal (Original Motion Picture Soundtrack),Moongil Thottam,59,275093,FALSE,0.501,0.371,7,-11.093,1,0.0291,0.891,0.000114,0.101,0.286,129.871,3,pop-film
359,7D7e6hm2LiNd6nLuJF6K9Q,80purppp,Hex,Hex,79,122221,FALSE,0.845,0.398,5,-15.781,1,0.268,0.872,0.00713,0.159,0.482,109.996,4,sad
360,1qyib2Wb5YTbNzZi7QMhEY,Jatin-Lalit;Kumar Sanu,Kabhi Haan Kabhi Naa (Original Motion Picture Soundtrack),Ae Kash Ke Hum,61,310426,FALSE,0.364,0.687,0,-7.967,1,0.0571,0.656,0,0.175,0.663,161.008,3,pop-film
361,7tl1En7BCSnD6Qb5OGlEIE,Atif Aslam;Tulsi Kumar,Satyameva Jayate,Paniyon Sa,56,236239,FALSE,0.523,0.768,0,-4.953,0,0.0566,0.447,0.000226,0.0833,0.669,75.03,4,pop-film
362,0f6cGe7JVOKXfTUZCvj43L,Ilaiyaraaja;Yuvan Shankar Raja;Ramya NSK,Neethaane En Ponvasantham (Original Motion Picture Soundtrack),Saayndhu Saayndhu,55,367746,FALSE,0.658,0.386,11,-9.91,0,0.0315,0.746,0.00269,0.348,0.295,100.012,4,k-pop
363,0BJMgVrnWIvgYsjq8KaPeh,TWICE,Formula of Love: O+T=<3,SCIENTIST,71,194600,FALSE,0.786,0.858,11,-3.74,1,0.0675,0.0487,0,0.126,0.649,112.999,4,k-pop
364,5ehoXwpw70o6WEEufJm1q7,Zaini,wherever you would call me,wherever you would call me,61,213818,FALSE,0.661,0.396,7,-13.093,0,0.0466,0.457,0.258,0.919,0.0352,109.989,4,sad
365,6GViyUENJxUe9UDQnk0Mm4,Yuvan Shankar Raja;Silambarasan TR;Blaaze;Vasundhara Das,Manmadhan,Thathai Thathai,45,352522,FALSE,0.802,0.89,1,-7.723,1,0.101,0.0943,0.000009,0.0726,0.789,129.976,4,k-pop
366,6IEYxC5J51Igo0XUTx16mA,Foster;Sody;Sarcastic Sounds,fools (can't help falling in love) (slowed down & reverb),fools (can't help falling in love) (slowed down & reverb),54,197857,TRUE,0.591,0.805,0,-5.235,1,0.271,0.64,0,0.143,0.283,136.629,4,chill
367,4If7JKEkzeY0WusIrOdQlC,Fiji Blue,Waves,Waves,66,133747,FALSE,0.84,0.338,6,-8.16,1,0.0436,0.135,0.0225,0.0635,0.927,108.024,4,chill
368,4LFBVDJV0xpayUvquQVzhS,Shinedown,Threat to Survival,Cut the Cord,67,224596,FALSE,0.447,0.966,7,-2.966,1,0.089,0.00349,0.000198,0.312,0.533,178.105,4,grunge
369,5GKwq4sO5ZHKuWaDmdwMQc,Red Velvet,The Perfect Red Velvet - The 2nd Album Repackage,Bad Boy,71,210817,FALSE,0.714,0.736,2,-3.801,1,0.0457,0.191,0,0.0553,0.814,149.985,4,k-pop
370,1HFblnk2Twji0kDogp9D1o,Rarin,GTA,GTA,65,124765,TRUE,0.685,0.644,5,-7.73,0,0.1,0.0791,0,0.107,0.471,155.079,4,sad
371,6UmpOofvtwr2RosrFxQ430,Vluestar,Weed Wit U,Weed Wit U,58,121951,TRUE,0.481,0.335,7,-17.999,0,0.223,0.977,0.000142,0.18,0.514,78.721,4,sad
372,4YFcGTdgmEuw8xTO4XrxbB,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),Zero - Remastered 2012,70,160173,TRUE,0.438,0.728,8,-7.105,1,0.0458,0.0000349,0.57,0.0509,0.701,128.04,4,grunge
373,3mLhme6vdUX2wTgv7cVUtb,Mohammed Rafi;Kishore Kumar;Asha Bhosle;Usha Mangeshkar,Shaan,Janu Meri Jaan - Shaan / Soundtrack Version,57,426506,FALSE,0.492,0.486,9,-10.317,1,0.0558,0.673,0.00000631,0.238,0.783,134.355,4,pop-film
374,30bCMGeGc2pR4kmJFaqPMu,OKAY! KENJI,IF I DIE ALONE EP,THESE DAYS,46,187941,FALSE,0.871,0.481,10,-5.898,1,0.034,0.221,0.0000955,0.107,0.732,135.973,4,chill
375,0aE3V0zgSD2YwkEHW42gxG,BTS,The Most Beautiful Moment in Life: Young Forever,Burning Up (Fire),72,203351,FALSE,0.626,0.706,10,-3.201,0,0.0596,0.00225,0,0.122,0.534,99.939,4,k-pop
376,4J95lPA0dj6HVDs4zwo2jn,Yasser Desai;Altamash Faridi;Rashmi Virag,"Dhoonde Akhiyaan (From ""Jabariya Jodi"")",Dhoonde Akhiyaan,56,275399,FALSE,0.691,0.734,7,-5.393,1,0.0324,0.447,0.00000107,0.114,0.847,95.026,4,pop-film
377,0nUftNWYvNCWnjiyeujCR8,BTS,Love Yourself ? 'Answer',MIC Drop,59,238193,FALSE,0.667,0.889,6,-4.851,1,0.0917,0.00912,0,0.0816,0.541,169.961,4,k-pop
378,6YRbDkyTzsizAWFz8kwiI7,Jatin-Lalit;Alka Yagnik;Babul Supriyo;Prasoon Joshi,Hum Tum,Hum Tum,59,329221,FALSE,0.465,0.682,4,-8.124,1,0.0512,0.381,0.00041,0.0801,0.583,164.01,4,pop-film
379,0PHnrpMPdJ5p1RYapWnkYr,Pink Sweat$;Arthur Miguel,I Feel Good (Asia Edition),I Feel Good (feat. Arthur Miguel),49,135849,FALSE,0.763,0.762,11,-4.641,1,0.0514,0.0397,0.000132,0.0548,0.692,106.021,4,chill
380,7MKJYsiMCzQNmWaObPO4bQ,Lund,Halloween & Alternative,Broken,0,200672,TRUE,0.83,0.583,0,-2.052,1,0.0412,0.0563,0.0005,0.109,0.146,134,4,chill
381,3atqfvHwNUtXwWhhhkVBm7,Pink Sweat$,Volume 1 EP,Cocaine,57,131500,FALSE,0.614,0.228,5,-12.336,1,0.0316,0.835,0,0.106,0.146,109.569,4,chill
382,4HIYFlCh5aZq0jwvsn2DoK,Godsmack,When Legends Rise,When Legends Rise,53,172826,FALSE,0.44,0.916,4,-4.222,0,0.266,0.000236,0.0000194,0.0897,0.401,124.099,4,grunge
383,1CWC107N5c6KkDRXvY2VtB,Alka Yagnik;Udit Narayan,Gadar Ek Prem Katha,Udja Kale Kawan - Marriage,50,301087,FALSE,0.718,0.699,1,-6.155,1,0.0357,0.465,0,0.119,0.793,139.079,4,k-pop
384,5jXrULyYKHjkAMk4TXZFoG,Yuvan Shankar Raja,Goa (Original Motion Picture Soundtrack),Kaadhal Endral,66,87133,FALSE,0.638,0.324,0,-7.787,0,0.0321,0.923,0.0000335,0.151,0.446,129.932,4,k-pop
385,4yR2z3JafnCo86THA6ISZ4,Atif Aslam,Kalyug,Aadat,60,333740,FALSE,0.63,0.746,0,-6.551,0,0.0398,0.175,0.000836,0.271,0.34,102.954,4,pop-film
386,46eHxWRKmtYhUHPDRgclt6,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),Careless Whisper,65,296973,FALSE,0.469,0.943,2,-4.196,1,0.102,0.0000607,0.00547,0.0717,0.358,134.031,4,grunge
387,72zHuDxFQTjbL51qJQSA7j,Jasleen Royal;B Praak;Romy;Anvita Dutt,"Ranjha (From ""Shershaah"")","Ranjha (From ""Shershaah"")",77,228855,FALSE,0.603,0.573,1,-5.843,1,0.0502,0.478,0,0.0971,0.236,82.941,4,pop-film
388,0ri0Han4IRJhzvERHOZTMr,Pink Sweat$,The Prelude,At My Worst,74,170344,FALSE,0.813,0.415,0,-5.926,1,0.0349,0.777,0,0.131,0.667,91.921,4,chill
389,24Sqz5FNuD6D5Utxeg4DmK,keshi,always,more,58,184011,TRUE,0.565,0.707,5,-4.98,1,0.0357,0.568,0,0.374,0.401,79.973,4,chill
390,3AaHVL2PTTN8AAbA48WMo8,Sik World,Still Lost,Reflection,53,222979,TRUE,0.802,0.566,11,-9.816,0,0.145,0.539,0.00000409,0.134,0.153,140.099,4,sad
391,0W7brFokN6QtGRNp32RCQP,Arz,Alone With You,Alone With You,73,195200,TRUE,0.768,0.374,7,-12.49,1,0.723,0.288,0.00000167,0.111,0.398,75.503,4,chill
392,2L1OXzqVPpVxotHfLglUcB,Diljit Dosanjh;Tory Lanez;Ikky,Chauffeur,Chauffeur,71,205040,TRUE,0.639,0.767,6,-4.997,1,0.0928,0.13,0,0.205,0.54,154.032,4,pop-film
393,36IkR2i4HaV3SRsSHzje6v,Staind,Chapter V,Right Here,46,251013,FALSE,0.487,0.627,10,-6.506,0,0.0304,0.00141,0.00003,0.109,0.219,112.269,4,grunge
394,5vYA1mW9g2Coh1HUFUSmlb,Matchbox Twenty,Yourself or Someone Like You,3AM,71,225946,FALSE,0.521,0.673,8,-8.685,1,0.0284,0.00573,0,0.12,0.543,108.031,4,grunge
395,7xcTzEFNkkfO5a60T93tdk,ZOID LAND,midnight sun (ramzoid x hal walker),midnight sun (ramzoid x hal walker),63,58053,FALSE,0.908,0.591,10,-5.13,0,0.226,0.0464,0.966,0.0972,0.565,113.083,4,sad
396,3kuxr8U3QynLzyW82p5hYR,Rahat Fateh Ali Khan,Anjaana Anjaani,Aas Paas Khuda,61,319115,FALSE,0.556,0.706,5,-5.709,1,0.0336,0.335,0.0000018,0.137,0.726,80.008,4,pop-film
397,491c4G5XxA8I80zNvR1rLR,Lund,Downhill,Downhill,55,176013,TRUE,0.846,0.419,4,-8.957,0,0.0499,0.198,0.0000115,0.0415,0.527,119.992,4,chill
398,5Z2iVSDPvCScP5M5atIt5v,Shinedown,Metal,Planet Zero,0,222738,FALSE,0.416,0.964,9,-2.967,1,0.112,0.0000235,0.000875,0.473,0.212,157.925,4,grunge
399,2jPXoxHHvgjnH1WMrzR8eU,Anuradha Paudwal;Sonu Nigam,Jai Maa Vaishno Devi,Do Akam Do,46,456000,FALSE,0.662,0.587,7,-9.332,1,0.0445,0.756,0,0.307,0.764,118.453,4,k-pop
400,3Uvx1TO0Kg5HgGPk58lHXv,Third Eye Blind,Third Eye Blind,How's It Going to Be,66,253413,FALSE,0.561,0.593,5,-9.362,1,0.0264,0.00327,0.00144,0.0967,0.574,80.282,4,grunge
401,1Vz8DpQYciyM1gdGtwqVg2,Linkin Park;Planet Asia;Rasco,Reanimation,Ppr:kut (Cheapshot and Jubacca Reanimation) [feat. Rasco and Planet Asia],43,206346,FALSE,0.565,0.897,1,-6.319,1,0.111,0.000571,0.000879,0.646,0.601,150.356,4,grunge
402,71rw9MB77BR8LHMFZK8gKV,Connor Price,SPLAT,SPLAT,70,125685,FALSE,0.908,0.45,7,-7.174,1,0.314,0.0608,0,0.0663,0.515,108.056,4,sad
403,3dGnykeZl6O95Tjoe2h9pt,Yuvan Shankar Raja,Panjaa,Panjaa,51,214741,FALSE,0.78,0.877,2,-1.778,1,0.0391,0.0265,0.00852,0.417,0.738,100.021,4,k-pop
404,3iOcbCxe0jW1XrlFb0rvj2,Roop Kumar Rathod;AK Bhuker,LoFi Songs,Maula Mere Maula - LoFi,56,160308,FALSE,0.549,0.482,9,-9.233,0,0.0423,0.293,0.00779,0.0683,0.236,119.92,4,pop-film
405,3q2yXpMGvit2zgBYzKE3Zt,Xuitcasecity,INDXGO,Need Somebody,57,188219,TRUE,0.425,0.646,9,-6.555,1,0.176,0.251,0,0.208,0.286,89.783,4,sad
406,4RewTiGEGoO7FWNZUmp1f4,IU,Celebrity,Celebrity,63,195546,FALSE,0.73,0.784,9,-2.62,1,0.0691,0.191,0,0.0956,0.673,99.995,4,k-pop
407,6aNiR1YsERzcABil2gYQ1b,A.R. Rahman;Shreya Ghoshal;Palakad Sreeram;Mahesh Vinayakram,"Ratchasa Maamaney (From ""Ponniyin Selvan Part-1"") [Original Motion Picture Soundtrack]","Ratchasa Maamaney (From ""Ponniyin Selvan Part-1"")",64,289942,FALSE,0.546,0.786,4,-9.486,1,0.212,0.349,0.00000135,0.109,0.434,99.798,3,pop-film
408,0FwiglGo6kL0xLOt114SSh,Pop Evil,Onyx (Deluxe Edition),Torn to Pieces,59,196258,FALSE,0.616,0.664,0,-5.66,1,0.0293,0.0128,0.00000894,0.115,0.312,122.077,4,grunge
409,6DpDUsVgeAGSO82NgDKxFM,Ethan Dufault,What If,California,47,201651,FALSE,0.609,0.659,9,-6.943,1,0.051,0.143,0.0000377,0.0713,0.309,75.215,4,chill
410,15AGcabJTNLdLc01X3OoO9,Arden Jones,age tape 7,starstruck,63,123333,FALSE,0.829,0.633,9,-6.737,0,0.407,0.247,0,0.0855,0.682,86.036,4,sad
411,2Z08G19fXo6aBpLPGr51xW,Kochetkovv,When Have I Fallen,When Have I Fallen,54,123876,FALSE,0.714,0.111,11,-19.202,1,0.074,0.864,0.925,0.121,0.268,123.987,4,sad
412,1gAaRSN57UYVRI4eWRyAvP,Linkin Park,Hybrid Theory (Bonus Edition),Pushing Me Away,63,191440,FALSE,0.484,0.913,6,-4.305,1,0.0425,0.000391,0,0.309,0.279,103.103,4,grunge
413,1xvabzc77mLFpP7WpaDtmu,Violet Soda,Tangerine,Candyman,28,175514,FALSE,0.472,0.896,1,-4.711,0,0.0402,0.00169,0,0.091,0.746,135.947,4,grunge
414,5mKcwkUfjG9PaQ4KywZxVx,Kina;Emilia Ali,my baby (feat. Emilia Ali),my baby (feat. Emilia Ali),44,120000,FALSE,0.536,0.287,9,-11.451,1,0.0402,0.906,0.000984,0.103,0.333,63.198,4,sad
415,1FonRAk9xtzJZbGCslpaZ9,Ouse;Lund;Promoting Sounds,Crying in Camo,Demons,48,204891,TRUE,0.544,0.55,4,-10.654,1,0.0592,0.0183,0,0.193,0.134,149.872,4,sad
416,7zpji3CeYShhfemfiE2xMC,Vijay Antony;Haricharan;Srimathumitha,Velayudham (Original Motion Picture Soundtrack),Rathathin Rathamay,47,278240,FALSE,0.737,0.733,4,-7.007,0,0.04,0.58,0.0051,0.119,0.762,125.013,4,k-pop
417,1jMaB19DiVR8OihLSuYFOt,Soundgarden,Superunknown (20th Anniversary),Spoonman,67,246920,FALSE,0.457,0.902,7,-5.624,1,0.0313,0.0000217,0.196,0.258,0.834,92.711,4,grunge
418,11iiMB7TmFTtaXT4YJAltw,itssvd;Shiloh Dynasty,tape for when i'm sad,i don't feel part of the world anymore,68,84176,FALSE,0.546,0.179,1,-19.623,0,0.23,0.611,0.00211,0.107,0.272,95.037,4,chill
419,6dSVppeLhFIN2tZaOSjCH1,Veruca Salt,Eight Arms To Hold You,Stoneface,25,163933,FALSE,0.408,0.933,0,-2.828,0,0.0398,0.0000938,0,0.124,0.51,136.037,4,grunge
420,2Q3QRjA8MjzqpFaIkFludb,keshi,bandaids,right here,68,195093,FALSE,0.597,0.496,5,-9.441,1,0.077,0.0839,0,0.117,0.319,160.05,4,chill
421,7EyhPjrJzjx0fk2i7vUJCS,BLACKPINK,Pink Venom,Pink Venom,85,186964,FALSE,0.794,0.719,0,-7.227,1,0.0761,0.0119,0,0.276,0.69,90.016,4,k-pop
422,3oMiOuEGrVGjkQ3JDjcUFI,LRN Slime;Shiloh Dynasty,why am i crying,One Dance,54,72328,FALSE,0.67,0.0781,7,-24.643,1,0.0995,0.892,0.712,0.11,0.365,164.121,4,chill
423,7Em0lueWaMfJ4MWMDdSGNt,Yuvan Shankar Raja;Sid Sriram,Naane Varuvean,Pinju Pinju Mazhai,30,318427,FALSE,0.746,0.649,11,-10.096,0,0.0327,0.587,0.0000123,0.134,0.654,104.984,4,k-pop
424,2dd5bs4tvvUO5M4wJvkhYy,Dx Aneurysm,Phenomenon Of Life,My Saturation,26,212000,TRUE,0.617,0.902,9,-3.969,1,0.0354,0.0000388,0.0595,0.211,0.353,119.986,4,grunge
425,0bORa4VpL8NzyMXEI6UFGK,Foo Fighters,"Echoes, Silence, Patience & Grace",Long Road To Ruin,60,224880,FALSE,0.401,0.888,0,-3.793,1,0.0401,0.000367,0,0.12,0.365,146.781,4,grunge
426,6Xoe3jKnSFKSzsQ8kdDT7I,Sarcastic Sounds;Rxseboy,I'm A Disappointment,Disappointment (feat. Rxseboy),62,142092,TRUE,0.657,0.821,0,-5.655,1,0.232,0.686,0,0.0736,0.823,169.897,4,chill
427,4xlpJ99yL9xYQtzG6c3hwk,Nujabes;Shing02,Modal Soul,Luv(sic.) pt3 (feat. Shing02),60,336866,FALSE,0.866,0.691,5,-4.371,0,0.0478,0.727,0.503,0.0737,0.87,94.997,4,chill
428,5YtLIhAuPcNLkfHZto0MVV,Yuvan Shankar Raja;Dhanush;Dhee,Maari 2 (Original Motion Picture Soundtrack),Rowdy Baby,48,281440,FALSE,0.67,0.702,10,-8.192,0,0.198,0.285,0.00295,0.16,0.586,176.977,3,k-pop
429,4jx3OhzeLknPoF52To841h,Arden Jones,age tape 4,toxic crush,49,134857,TRUE,0.832,0.751,8,-3.845,1,0.0599,0.263,0.0000633,0.104,0.748,104.983,4,sad
430,0jBJg2VmLJYVEuClKXHaYV,j'san;Epektase,1 Am. Study Session,Snow & Sand,53,165000,FALSE,0.847,0.441,5,-10.717,1,0.0865,0.571,0.892,0.0877,0.183,80.038,5,chill
431,4r8JqkhpTb5tzSKKHnVJIJ,Mohit Chauhan;Shekhar Ravjiani;Shruti Pathak,Anjaana Anjaani,Tujhe Bhula Diya,67,279429,FALSE,0.644,0.423,11,-8.702,0,0.0324,0.464,0,0.11,0.509,131.903,4,pop-film
432,5P3o95Jf0YBQRQ4j2XPpfC,BLACKPINK,BORN PINK,Pink Venom,83,186964,FALSE,0.794,0.719,0,-7.227,1,0.0761,0.0119,0,0.276,0.69,90.016,4,k-pop
433,4jXvLe7ERO8yIYETDZGU0m,Finlep,Farewell Summer,Brookline,56,191869,FALSE,0.511,0.11,2,-20.248,1,0.0769,0.987,0.947,0.11,0.13,95.946,4,chill
434,1iArQTuOzxvrtniGmkyy92,Soundgarden,Down On The Upside,Burden In My Hand,62,290106,FALSE,0.319,0.803,10,-8.928,1,0.0394,0.00534,0.0126,0.177,0.589,183.031,4,grunge
435,2DrMcGNKEY0FZqjMovGaCm,Linkin Park,Meteora,Figure.09,51,197506,FALSE,0.518,0.951,9,-3.198,1,0.0529,0.00919,0,0.148,0.537,98.068,4,grunge
436,3dVRCkAxewUv5QzGDJU7Za,Anuradha Paudwal;Navin Tripathi,Jai Ram Shree Ram,Jai Ram Shree Ram,26,457360,FALSE,0.621,0.548,5,-6.494,1,0.0258,0.444,0,0.0888,0.433,90.002,4,k-pop
437,0jDYc3XRkTaEi5zycl5E1G,Sleepy Fish,Chillhop Essentials Spring 2019,i wish it would never stop snowing,54,196500,FALSE,0.803,0.165,4,-14.07,1,0.0492,0.0372,0.832,0.0927,0.419,126.952,4,chill
438,5utrjc4CKEFVy0D3eJxV70,Thaman S;Sri Krishna;Jonita Gandhi,Ma Ma Mahesha - Sarkaru Vaari Paata,Ma Ma Mahesha,61,246864,FALSE,0.404,0.89,7,-6.416,0,0.309,0.524,0.000164,0.139,0.73,74.924,4,pop-film
439,2EmcTFQ1rM11wp2ztsXTHa,BTS,MAP OF THE SOUL : 7,Black Swan,74,198260,FALSE,0.719,0.757,2,-5.167,0,0.0849,0.137,0,0.129,0.489,147.024,4,k-pop
440,58dSdjfEYNSxte1aNVxuNf,Mac Ayres,Drive Slow,Easy,67,314357,FALSE,0.722,0.282,5,-7.484,1,0.106,0.373,0.00557,0.147,0.217,91.367,4,chill
441,4jcKT1nPKLuWmHeDp39EUB,Mezsiah,Novacane,Novacane,39,180144,FALSE,0.649,0.559,10,-7.411,0,0.052,0.351,0,0.112,0.506,160.098,4,sad
442,3FnDv33WrrMtuEr7hNR3ev,BTS,Skool Luv Affair,Boy in Luv,67,230778,FALSE,0.491,0.947,0,-2.252,1,0.306,0.00261,0,0.34,0.474,166.236,4,k-pop
443,1yUW9yyvB0RrNoD401vc2d,The Presidents Of The United States Of America,II,Lunatic To Love,27,177466,FALSE,0.571,0.829,1,-6.173,1,0.0622,0.0604,0.000269,0.117,0.444,102.369,4,grunge
444,6D6HVKe7Qu3imn4zzJD0W9,keshi,always,drunk,71,227031,FALSE,0.691,0.389,4,-8.247,1,0.0367,0.765,0,0.0941,0.306,104.952,4,chill
445,5vIcQqiYz1aONkqntTAUTl,Kunal Ganjawala;Richa Sharma,Singham,Maula Maula,58,244368,FALSE,0.494,0.716,11,-6.816,1,0.0675,0.377,0.00000603,0.0839,0.532,89.479,4,pop-film
446,2OdbtJsj3h2u3gbXi0RA9n,Beowülf,Is It Too Late for Me,Is It Too Late for Me,54,117263,FALSE,0.861,0.305,1,-19.138,1,0.155,0.856,0.286,0.172,0.917,113.982,4,sad
447,0pVL6gE6ebXHExO9IzrJDQ,Stone Sour,"House of Gold & Bones, Part 1",Taciturn,54,325626,FALSE,0.286,0.547,4,-7.923,1,0.0318,0.0627,0.00000316,0.112,0.453,174.717,3,grunge
448,44d9YTzlnG1CX9Y7BLgHUp,Raimu,The Spirit Within,Stuck in Æther,60,155294,FALSE,0.537,0.2,5,-16.798,0,0.0457,0.721,0.952,0.279,0.0964,68.882,4,chill
